0	-0.649722046
0.079999998	34.09086719
0.159999996	61.710375
0.280000001	99.45139844
0.460000008	150.9218438
0.660000026	201.4337813
0.860000014	242.4305781
1.059999943	271.95025
1.25999999	290.3859375
1.460000038	301.3955
1.659999967	308.1844688
1.860000014	312.6822188
2.059999943	315.9079063
2.25999999	318.4600313
2.460000038	320.7310938
2.660000086	322.8452188
2.859999895	324.7774375
3.059999943	326.6761875
3.25999999	328.59225
3.460000038	330.5462813
3.660000086	332.5135
3.859999895	334.4955938
4.059999943	336.4995938
4.260000229	338.4998438
4.460000038	340.5145938
4.659999847	342.4984688
4.860000134	344.4233438
5.059999943	346.285375
5.260000229	348.1174688
5.460000038	349.9422813
5.659999847	351.7565
5.860000134	353.548
6.059999943	355.320625
6.260000229	357.0738125
6.460000038	358.8200625
6.659999847	360.5564688
6.860000134	362.2855625
7.059999943	364.005
7.260000229	365.7180625
7.460000038	367.4184375
7.659999847	369.09825
7.860000134	370.7645938
8	371.9214063
